instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,if_average
320,1,0,1,19,0,5,1,0,0.16,0.197,0.59,0.0896,3,89,92,0
321,1,0,1,20,0,5,1,0,0.18,0.2424,0.59,0,0,68,68,0
322,1,0,1,21,0,5,1,0,0.16,0.2273,0.69,0,4,48,52,0
323,1,0,1,22,0,5,1,1,0.16,0.2273,0.69,0,2,34,36,0
324,1,0,1,23,0,5,1,1,0.18,0.2424,0.55,0,1,26,27,0
325,1,0,1,0,0,6,0,0,0.18,0.2424,0.55,0,3,25,28,0
326,1,0,1,1,0,6,0,1,0.16,0.197,0.59,0.0896,2,18,20,0
327,1,0,1,2,0,6,0,1,0.16,0.197,0.59,0.0896,0,12,12,0
328,1,0,1,3,0,6,0,1,0.16,0.2273,0.59,0,1,7,8,0
329,1,0,1,4,0,6,0,1,0.16,0.2273,0.59,0,0,5,5,0
330,1,0,1,5,0,6,0,0,0.16,0.2273,0.59,0,0,1,1,0
331,1,0,1,6,0,6,0,0,0.14,0.1667,0.63,0.1045,1,2,3,0
332,1,0,1,7,0,6,0,0,0.14,0.2121,0.63,0,1,9,10,0
333,1,0,1,8,0,6,0,0,0.14,0.1515,0.63,0.1343,1,22,23,0
334,1,0,1,9,0,6,0,0,0.16,0.1818,0.64,0.1343,2,31,33,0
335,1,0,1,10,0,6,0,0,0.18,0.197,0.59,0.1642,2,57,59,0
336,1,0,1,11,0,6,0,0,0.2,0.197,0.55,0.2239,18,54,72,0
337,1,0,1,12,0,6,0,0,0.24,0.2273,0.48,0.2239,15,74,89,0
338,1,0,1,13,0,6,0,0,0.28,0.2576,0.38,0.2985,21,80,101,0
339,1,0,1,14,0,6,0,0,0.3,0.2879,0.39,0.2836,26,92,118,0
340,1,0,1,15,0,6,0,1,0.32,0.3182,0.36,0.194,21,108,129,0
341,1,0,1,16,0,6,0,1,0.34,0.3333,0.34,0.194,33,95,128,0
342,1,0,1,17,0,6,0,1,0.32,0.303,0.36,0.2836,29,54,83,0
343,1,0,1,18,0,6,0,1,0.3,0.2879,0.45,0.2537,15,69,84,0
344,1,0,1,19,0,6,0,1,0.32,0.303,0.39,0.2537,14,60,74,0
345,1,0,1,20,0,6,0,1,0.32,0.303,0.39,0.2537,6,35,41,0
346,1,0,1,21,0,6,0,1,0.32,0.303,0.39,0.2239,6,51,57,0
347,1,0,1,22,0,6,0,1,0.3,0.3182,0.42,0.1045,0,26,26,0
348,1,0,1,23,0,6,0,0,0.3,0.2879,0.45,0.2836,5,39,44,0
349,1,0,1,0,0,0,0,0,0.26,0.303,0.56,0,6,33,39,0
350,1,0,1,1,0,0,0,0,0.26,0.2727,0.56,0.1343,4,19,23,0
351,1,0,1,2,0,0,0,0,0.26,0.2879,0.56,0.0896,3,13,16,0
352,1,0,1,3,0,0,0,0,0.22,0.2727,0.69,0,9,6,15,0
353,1,0,1,4,0,0,0,0,0.26,0.2576,0.56,0.1642,0,1,1,0
354,1,0,1,5,0,0,0,1,0.26,0.2576,0.56,0.1642,1,1,2,0
355,1,0,1,6,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,0
356,1,0,1,7,0,0,0,1,0.24,0.2121,0.56,0.2985,0,3,3,0
357,1,0,1,8,0,0,0,0,0.22,0.2121,0.55,0.2836,0,18,18,0
358,1,0,1,9,0,0,0,0,0.22,0.2121,0.51,0.2537,3,29,32,0
359,1,0,1,10,0,0,0,0,0.22,0.2121,0.51,0.2836,8,71,79,0
360,1,0,1,11,0,0,0,0,0.24,0.2273,0.44,0.2537,23,70,93,0
361,1,0,1,12,0,0,0,0,0.24,0.2121,0.41,0.2836,29,75,104,0
362,1,0,1,13,0,0,0,0,0.26,0.2273,0.35,0.2985,23,95,118,0
363,1,0,1,14,0,0,0,0,0.28,0.2727,0.36,0.2537,22,69,91,0
364,1,0,1,15,0,0,0,0,0.26,0.2424,0.38,0.2537,35,78,113,0
365,1,0,1,16,0,0,0,0,0.24,0.2273,0.38,0.2239,22,77,99,0
366,1,0,1,17,0,0,0,0,0.22,0.2121,0.37,0.2537,23,82,105,0
367,1,0,1,18,0,0,0,0,0.2,0.2121,0.4,0.1642,11,56,67,0
368,1,0,1,19,0,0,0,0,0.18,0.197,0.47,0.1343,14,47,61,0
369,1,0,1,20,0,0,0,0,0.18,0.197,0.47,0.1642,7,50,57,0
370,1,0,1,21,0,0,0,0,0.18,0.197,0.51,0.1642,6,22,28,0
371,1,0,1,22,0,0,0,1,0.2,0.2121,0.49,0.1343,2,19,21,0
372,1,0,1,23,0,0,0,1,0.2,0.2273,0.4,0.1045,0,18,18,0
373,1,0,1,0,1,1,0,1,0.2,0.197,0.47,0.2239,1,16,17,0
374,1,0,1,1,1,1,0,1,0.2,0.197,0.44,0.194,1,15,16,0
375,1,0,1,2,1,1,0,1,0.18,0.1667,0.43,0.2537,0,8,8,0
376,1,0,1,3,1,1,0,1,0.18,0.1818,0.43,0.194,0,2,2,0
377,1,0,1,4,1,1,0,1,0.18,0.197,0.43,0.1343,1,2,3,0
378,1,0,1,5,1,1,0,1,0.18,0.197,0.43,0.1642,0,1,1,0
379,1,0,1,6,1,1,0,1,0.18,0.1818,0.43,0.194,0,5,5,0
380,1,0,1,7,1,1,0,1,0.16,0.1818,0.5,0.1343,4,9,13,0
381,1,0,1,8,1,1,0,1,0.16,0.1515,0.47,0.2239,3,30,33,0
382,1,0,1,9,1,1,0,1,0.16,0.1515,0.47,0.2239,8,39,47,0
383,1,0,1,10,1,1,0,1,0.16,0.1515,0.5,0.2537,7,50,57,0
384,1,0,1,11,1,1,0,1,0.16,0.1515,0.55,0.194,9,55,64,0
385,1,0,1,12,1,1,0,1,0.18,0.197,0.47,0.1343,10,70,80,0
386,1,0,1,13,1,1,0,1,0.18,0.197,0.47,0.1343,13,80,93,0
387,1,0,1,14,1,1,0,1,0.18,0.2121,0.43,0.1045,12,74,86,0
388,1,0,1,15,1,1,0,1,0.2,0.2121,0.47,0.1642,21,72,93,0
389,1,0,1,16,1,1,0,1,0.2,0.2121,0.47,0.1642,6,76,82,0
390,1,0,1,17,1,1,0,0,0.2,0.197,0.51,0.194,4,67,71,0
391,1,0,1,18,1,1,0,1,0.18,0.1667,0.55,0.2537,7,85,92,0
392,1,0,1,19,1,1,0,1,0.18,0.1818,0.59,0.194,2,58,60,0
393,1,0,1,20,1,1,0,1,0.16,0.1515,0.8,0.194,4,29,33,0
394,1,0,1,21,1,1,0,1,0.16,0.1515,0.8,0.194,3,24,27,0
395,1,0,1,22,1,1,0,1,0.14,0.1212,0.93,0.2537,0,13,13,0
396,1,0,1,23,1,1,0,1,0.16,0.1364,0.86,0.2836,1,3,4,0
397,1,0,1,12,0,2,1,1,0.2,0.1818,0.86,0.3284,0,3,3,0
398,1,0,1,13,0,2,1,1,0.2,0.197,0.86,0.2239,0,22,22,0
399,1,0,1,14,0,2,1,1,0.22,0.2273,0.8,0.1642,2,26,28,0
400,1,0,1,15,0,2,1,1,0.22,0.2273,0.87,0.1642,3,32,35,0
401,1,0,1,16,0,2,1,1,0.22,0.2273,0.87,0.194,0,61,61,0
402,1,0,1,17,0,2,1,1,0.22,0.2273,0.82,0.194,1,124,125,0
403,1,0,1,18,0,2,1,1,0.22,0.2273,0.8,0.1642,1,132,133,0
404,1,0,1,19,0,2,1,1,0.22,0.2273,0.8,0.1343,1,98,99,0
405,1,0,1,20,0,2,1,1,0.22,0.2727,0.87,0,0,83,83,0
406,1,0,1,21,0,2,1,1,0.22,0.2424,0.93,0.1045,0,41,41,0
407,1,0,1,22,0,2,1,1,0.22,0.2576,0.93,0.0896,0,33,33,0
408,1,0,1,23,0,2,1,1,0.22,0.2727,0.93,0,1,19,20,0
409,1,0,1,0,0,3,1,1,0.22,0.2727,0.93,0,0,3,3,0
410,1,0,1,1,0,3,1,1,0.22,0.2273,0.93,0.1343,1,6,7,0
411,1,0,1,2,0,3,1,1,0.22,0.2273,0.93,0.1343,0,3,3,0
412,1,0,1,4,0,3,1,1,0.22,0.2273,0.93,0.1343,1,1,2,0
413,1,0,1,5,0,3,1,1,0.22,0.2576,0.93,0.0896,0,7,7,0
414,1,0,1,6,0,3,1,1,0.22,0.2576,0.93,0.0896,0,32,32,0
415,1,0,1,7,0,3,1,1,0.24,0.2576,0.92,0.1045,1,89,90,0
416,1,0,1,8,0,3,1,1,0.24,0.2576,0.93,0.1045,1,196,197,1
417,1,0,1,9,0,3,1,1,0.24,0.2576,0.93,0.1045,2,107,109,0
418,1,0,1,10,0,3,1,1,0.26,0.2727,0.93,0.1343,1,46,47,0
419,1,0,1,11,0,3,1,1,0.28,0.303,0.87,0.0896,5,47,52,0
420,1,0,1,12,0,3,1,1,0.3,0.3182,0.81,0.0896,5,65,70,0
421,1,0,1,13,0,3,1,0,0.4,0.4091,0.62,0.2836,11,67,78,0
422,1,0,1,14,0,3,1,0,0.4,0.4091,0.58,0.2537,7,68,75,0
423,1,0,1,15,0,3,1,0,0.4,0.4091,0.54,0.2836,4,78,82,0
424,1,0,1,16,0,3,1,0,0.38,0.3939,0.58,0.3881,10,94,104,0
425,1,0,1,17,0,3,1,0,0.36,0.3333,0.57,0.3284,7,190,197,1
426,1,0,1,18,0,3,1,0,0.34,0.3182,0.61,0.2836,5,156,161,0
427,1,0,1,19,0,3,1,0,0.32,0.2879,0.57,0.4179,4,108,112,0
428,1,0,1,20,0,3,1,0,0.32,0.303,0.49,0.2985,2,74,76,0
429,1,0,1,21,0,3,1,0,0.32,0.2879,0.49,0.4179,4,55,59,0
430,1,0,1,22,0,3,1,0,0.3,0.303,0.52,0.1642,6,53,59,0
431,1,0,1,23,0,3,1,0,0.3,0.2727,0.52,0.4627,1,27,28,0
432,1,0,1,0,0,4,1,0,0.26,0.2273,0.56,0.3881,5,8,13,0
433,1,0,1,1,0,4,1,0,0.26,0.2727,0.56,0,2,3,5,0
434,1,0,1,2,0,4,1,0,0.26,0.2727,0.56,0,0,2,2,0
435,1,0,1,3,0,4,1,0,0.26,0.2576,0.56,0.1642,0,1,1,0
436,1,0,1,4,0,4,1,0,0.26,0.2576,0.56,0.1642,0,1,1,0
437,1,0,1,5,0,4,1,0,0.24,0.2273,0.6,0.2239,0,6,6,0
438,1,0,1,6,0,4,1,0,0.22,0.2121,0.6,0.2239,0,35,35,0
439,1,0,1,7,0,4,1,0,0.22,0.2121,0.55,0.2239,1,100,101,0
440,1,0,1,8,0,4,1,0,0.22,0.2121,0.55,0.2836,2,247,249,1
441,1,0,1,9,0,4,1,1,0.24,0.2273,0.52,0.2239,3,140,143,0
442,1,0,1,10,0,4,1,0,0.26,0.2273,0.48,0.2985,1,56,57,0
443,1,0,1,11,0,4,1,1,0.28,0.2727,0.45,0.1642,5,63,68,0
444,1,0,1,12,0,4,1,1,0.3,0.3333,0.42,0,7,77,84,0
445,1,0,1,13,0,4,1,1,0.28,0.2879,0.45,0.1045,12,86,98,0
446,1,0,1,14,0,4,1,1,0.3,0.303,0.45,0.1343,6,75,81,0
447,1,0,1,15,0,4,1,1,0.32,0.3182,0.45,0.194,8,62,70,0
448,1,0,1,16,0,4,1,1,0.3,0.303,0.49,0.1343,8,83,91,0
449,1,0,1,17,0,4,1,1,0.3,0.3182,0.49,0.1045,8,207,215,1
450,1,0,1,18,0,4,1,1,0.26,0.2576,0.56,0.194,1,184,185,0
451,1,0,1,19,0,4,1,0,0.26,0.2273,0.56,0.3284,6,146,152,0
452,1,0,1,20,0,4,1,1,0.26,0.2424,0.6,0.2836,2,124,126,0
453,1,0,1,21,0,4,1,1,0.24,0.2273,0.6,0.2537,3,54,57,0
454,1,0,1,22,0,4,1,1,0.24,0.2121,0.65,0.2836,0,56,56,0
455,1,0,1,23,0,4,1,1,0.24,0.2121,0.65,0.3284,3,28,31,0
456,1,0,1,0,0,5,1,1,0.24,0.2273,0.7,0.2537,1,20,21,0
457,1,0,1,1,0,5,1,1,0.24,0.2273,0.7,0.2537,0,6,6,0
458,1,0,1,2,0,5,1,1,0.24,0.2424,0.75,0.1642,0,2,2,0
459,1,0,1,3,0,5,1,1,0.22,0.2121,0.8,0.2985,0,1,1,0
460,1,0,1,4,0,5,1,1,0.22,0.2576,0.87,0.0896,0,1,1,0
461,1,0,1,5,0,5,1,0,0.24,0.197,0.6,0.4179,1,4,5,0
462,1,0,1,6,0,5,1,0,0.22,0.2121,0.55,0.2537,0,27,27,0
463,1,0,1,7,0,5,1,0,0.2,0.1818,0.51,0.2836,2,66,68,0
464,1,0,1,8,0,5,1,0,0.2,0.1818,0.47,0.3284,7,210,217,1
465,1,0,1,9,0,5,1,0,0.2,0.1818,0.51,0.3582,7,159,166,0
466,1,0,1,10,0,5,1,0,0.2,0.1667,0.47,0.4627,6,57,63,0
467,1,0,1,11,0,5,1,0,0.22,0.1818,0.41,0.4627,6,53,59,0
468,1,0,1,12,0,5,1,0,0.22,0.1818,0.27,0.5821,11,67,78,0
469,1,0,1,13,0,5,1,0,0.2,0.1515,0.21,0.5821,8,65,73,0
470,1,0,1,14,0,5,1,0,0.2,0.1515,0.25,0.5224,6,56,62,0
471,1,0,1,15,0,5,1,0,0.16,0.1212,0.26,0.4478,4,61,65,0
472,1,0,1,16,0,5,1,0,0.16,0.1364,0.26,0.3582,0,97,97,0
473,1,0,1,17,0,5,1,0,0.14,0.1212,0.28,0.3582,10,151,161,0
474,1,0,1,18,0,5,1,0,0.12,0.1212,0.3,0.2537,1,119,120,0
475,1,0,1,19,0,5,1,0,0.12,0.1061,0.3,0.3284,3,93,96,0
476,1,0,1,20,0,5,1,0,0.1,0.0758,0.33,0.4179,1,52,53,0
477,1,0,1,21,0,5,1,0,0.08,0.0758,0.38,0.2836,0,41,41,0
478,1,0,1,22,0,5,1,0,0.06,0.0303,0.41,0.3881,1,33,34,0
479,1,0,1,23,0,5,1,0,0.06,0.0455,0.38,0.3284,0,27,27,0
480,1,0,1,0,0,6,0,0,0.04,0.0303,0.45,0.2537,0,13,13,0
481,1,0,1,1,0,6,0,1,0.04,0,0.41,0.3881,3,9,12,0
482,1,0,1,2,0,6,0,1,0.04,0.0303,0.41,0.2537,0,11,11,0
483,1,0,1,3,0,6,0,1,0.04,0.0303,0.41,0.2836,1,6,7,0
484,1,0,1,4,0,6,0,1,0.02,0.0152,0.48,0.2985,0,3,3,0
485,1,0,1,6,0,6,0,1,0.02,0.0303,0.44,0.2239,0,2,2,0
486,1,0,1,7,0,6,0,0,0.02,0.0152,0.44,0.2836,0,8,8,0
487,1,0,1,8,0,6,0,0,0.02,0,0.44,0.3284,1,26,27,0
488,1,0,1,9,0,6,0,0,0.04,0.0303,0.41,0.2537,3,37,40,0
489,1,0,1,10,0,6,0,1,0.04,0.0606,0.41,0.1642,3,50,53,0
490,1,0,1,11,0,6,0,1,0.06,0.0758,0.38,0.1343,4,59,63,0
491,1,0,1,12,0,6,0,1,0.06,0.1061,0.38,0.1045,10,60,70,0
492,1,0,1,13,0,6,0,0,0.08,0.1667,0.35,0,12,72,84,0
493,1,0,1,14,0,6,0,0,0.1,0.1364,0.33,0.1045,11,64,75,0
494,1,0,1,15,0,6,0,0,0.12,0.1515,0.28,0,10,93,103,0
495,1,0,1,16,0,6,0,0,0.12,0.1364,0.28,0.194,11,72,83,0
496,1,0,1,17,0,6,0,0,0.12,0.197,0.28,0,8,59,67,0
497,1,0,1,18,0,6,0,0,0.08,0.0909,0.35,0.194,0,54,54,0
498,1,0,1,19,0,6,0,0,0.08,0.1061,0.35,0.1343,6,53,59,0
499,1,0,1,20,0,6,0,0,0.06,0.0758,0.45,0.1642,1,44,45,0
500,1,0,1,21,0,6,0,0,0.06,0.1061,0.41,0.0896,0,39,39,0
501,1,0,1,22,0,6,0,0,0.06,0.1515,0.49,0,7,23,30,0
502,1,0,1,23,0,6,0,0,0.04,0.0758,0.57,0.1045,2,31,33,0
503,1,0,1,0,0,0,0,0,0.04,0.0758,0.57,0.1045,2,20,22,0
504,1,0,1,1,0,0,0,0,0.04,0.0758,0.57,0.1045,1,12,13,0
505,1,0,1,2,0,0,0,0,0.02,0.0606,0.62,0.1343,3,15,18,0
506,1,0,1,3,0,0,0,0,0.02,0.0606,0.62,0.1343,1,4,5,0
507,1,0,1,5,0,0,0,1,0.04,0.0758,0.57,0.1045,0,3,3,0
508,1,0,1,6,0,0,0,1,0.04,0.0758,0.57,0.1045,0,1,1,0
509,1,0,1,7,0,0,0,0,0.08,0.1061,0.58,0.1642,1,1,2,0
510,1,0,1,8,0,0,0,0,0.06,0.0758,0.62,0.1642,2,17,19,0
511,1,0,1,9,0,0,0,0,0.1,0.0758,0.54,0.3582,3,25,28,0
512,1,0,1,10,0,0,0,0,0.14,0.1061,0.46,0.3881,7,51,58,0
513,1,0,1,11,0,0,0,0,0.14,0.1364,0.43,0.2239,22,77,99,0
514,1,0,1,12,0,0,0,0,0.16,0.1212,0.37,0.4627,24,92,116,0
515,1,0,1,13,0,0,0,0,0.14,0.1061,0.33,0.3881,12,75,87,0
516,1,0,1,14,0,0,0,0,0.16,0.1364,0.28,0.3582,17,93,110,0
517,1,0,1,15,0,0,0,0,0.16,0.1364,0.28,0.3582,13,64,77,0
518,1,0,1,16,0,0,0,0,0.16,0.1364,0.26,0.3284,9,56,65,0
519,1,0,1,17,0,0,0,0,0.14,0.1061,0.26,0.3881,5,50,55,0
520,1,0,1,18,0,0,0,0,0.12,0.1212,0.3,0.2537,5,44,49,0
521,1,0,1,19,0,0,0,0,0.12,0.1212,0.3,0.2836,5,45,50,0
522,1,0,1,20,0,0,0,0,0.1,0.1061,0.36,0.2537,4,31,35,0
523,1,0,1,21,0,0,0,0,0.1,0.1061,0.36,0.194,5,20,25,0
524,1,0,1,22,0,0,0,0,0.08,0.0909,0.38,0.194,5,23,28,0
525,1,0,1,23,0,0,0,0,0.06,0.0606,0.41,0.2239,4,17,21,0
526,1,0,1,0,0,1,1,0,0.06,0.0606,0.41,0.194,0,7,7,0
527,1,0,1,1,0,1,1,0,0.04,0.0455,0.45,0.194,0,1,1,0
528,1,0,1,3,0,1,1,0,0.04,0.0303,0.45,0.2537,0,1,1,0
529,1,0,1,4,0,1,1,0,0.02,0.0606,0.48,0.1343,0,1,1,0
530,1,0,1,5,0,1,1,0,0.02,0.0606,0.48,0.1343,0,5,5,0
531,1,0,1,6,0,1,1,0,0.02,0.0758,0.48,0.0896,0,15,15,0
532,1,0,1,7,0,1,1,0,0.02,0.1212,0.48,0,5,79,84,0
533,1,0,1,8,0,1,1,0,0.04,0.1364,0.49,0,6,171,177,0
534,1,0,1,9,0,1,1,0,0.06,0.1515,0.41,0,4,98,102,0
535,1,0,1,10,0,1,1,0,0.1,0.1364,0.42,0,6,34,40,0
536,1,0,1,11,0,1,1,0,0.1,0.1212,0.46,0.1343,3,43,46,0
537,1,0,1,12,0,1,1,1,0.12,0.1364,0.42,0.194,11,52,63,0
538,1,0,1,13,0,1,1,1,0.14,0.1364,0.43,0.2239,6,54,60,0
539,1,0,1,14,0,1,1,1,0.14,0.1364,0.46,0.2239,2,43,45,0
540,1,0,1,15,0,1,1,0,0.16,0.1667,0.4,0.1642,7,50,57,0
541,1,0,1,16,0,1,1,0,0.16,0.1515,0.47,0.2537,4,66,70,0
542,1,0,1,17,0,1,1,0,0.14,0.1212,0.5,0.2537,6,178,184,0
543,1,0,1,18,0,1,1,0,0.14,0.1364,0.59,0.194,8,145,153,0
544,1,0,1,19,0,1,1,0,0.14,0.1515,0.54,0.1642,5,101,106,0
545,1,0,1,20,0,1,1,0,0.14,0.1364,0.59,0.194,1,80,81,0
546,1,0,1,21,0,1,1,0,0.14,0.1515,0.63,0.1642,6,53,59,0
547,1,0,1,22,0,1,1,1,0.14,0.1364,0.63,0.2239,3,32,35,0
548,1,0,1,23,0,1,1,1,0.16,0.1515,0.64,0.2537,3,21,24,0
549,1,0,1,0,0,2,1,1,0.16,0.1364,0.69,0.2836,3,6,9,0
550,1,0,1,1,0,2,1,1,0.16,0.1667,0.69,0.1642,0,5,5,0
551,1,0,1,2,0,2,1,0,0.16,0.1515,0.69,0.2239,0,2,2,0
552,1,0,1,4,0,2,1,0,0.14,0.1667,0.74,0.1045,0,1,1,0
553,1,0,1,5,0,2,1,0,0.14,0.1364,0.74,0.2239,0,9,9,0
554,1,0,1,6,0,2,1,0,0.16,0.1818,0.74,0.1045,1,35,36,0
555,1,0,1,7,0,2,1,0,0.16,0.1515,0.74,0.2239,5,103,108,0
556,1,0,1,8,0,2,1,1,0.16,0.1818,0.74,0.1343,5,233,238,1
557,1,0,1,9,0,2,1,1,0.2,0.2273,0.64,0.0896,10,134,144,0
558,1,0,1,10,0,2,1,1,0.22,0.2424,0.6,0.1045,6,49,55,0
559,1,0,1,11,0,2,1,1,0.24,0.2424,0.6,0.1343,6,55,61,0
560,1,0,1,12,0,2,1,1,0.26,0.2879,0.56,0.0896,21,85,106,0
561,1,0,1,13,0,2,1,1,0.26,0.2727,0.56,0.1343,21,72,93,0
562,1,0,1,14,0,2,1,1,0.3,0.3333,0.45,0,11,57,68,0
563,1,0,1,15,0,2,1,1,0.32,0.3485,0.42,0,21,63,84,0
564,1,0,1,16,0,2,1,1,0.32,0.3485,0.42,0,14,102,116,0
565,1,0,1,17,0,2,1,0,0.3,0.3333,0.45,0,14,208,222,1
566,1,0,1,18,0,2,1,1,0.3,0.3182,0.49,0.0896,7,218,225,1
567,1,0,1,19,0,2,1,1,0.26,0.2576,0.65,0.1642,13,133,146,0
568,1,0,1,20,0,2,1,0,0.24,0.2273,0.65,0.194,16,103,119,0
569,1,0,1,21,0,2,1,0,0.24,0.2273,0.65,0.194,5,40,45,0
570,1,0,1,22,0,2,1,0,0.22,0.2273,0.64,0.1642,4,49,53,0
571,1,0,1,23,0,2,1,1,0.22,0.2273,0.64,0.1642,3,37,40,0
572,1,0,1,0,0,3,1,1,0.22,0.2273,0.69,0.1343,3,14,17,0
573,1,0,1,1,0,3,1,1,0.24,0.2424,0.65,0.1343,0,5,5,0
574,1,0,1,2,0,3,1,1,0.22,0.2273,0.69,0.194,3,7,10,0
575,1,0,1,5,0,3,1,1,0.2,0.1818,0.86,0.2836,0,1,1,0
576,1,0,1,6,0,3,1,1,0.2,0.1818,0.86,0.2836,0,8,8,0
577,1,0,1,7,0,3,1,1,0.22,0.2121,0.87,0.2985,1,29,30,0
578,1,0,1,8,0,3,1,1,0.22,0.2121,0.87,0.2985,3,69,72,0
579,1,0,1,9,0,3,1,1,0.22,0.2121,0.87,0.2985,3,55,58,0
580,1,0,1,10,0,3,1,1,0.22,0.2121,0.93,0.2836,2,26,28,0
581,1,0,1,11,0,3,1,1,0.22,0.197,0.93,0.3284,6,35,41,0
582,1,0,1,12,0,3,1,1,0.22,0.197,0.93,0.3284,7,41,48,0
583,1,0,1,13,0,3,1,1,0.22,0.197,0.93,0.3284,4,43,47,0
584,1,0,1,14,0,3,1,1,0.22,0.197,0.93,0.3582,0,36,36,0
585,1,0,1,15,0,3,1,1,0.22,0.1818,0.93,0.4627,1,42,43,0
586,1,0,1,16,0,3,1,1,0.22,0.197,0.93,0.3284,1,35,36,0
587,1,0,1,17,0,3,1,1,0.2,0.1818,0.93,0.3582,0,26,26,0
588,1,0,1,16,0,4,1,0,0.22,0.2273,0.55,0.194,1,23,24,0
589,1,0,1,17,0,4,1,0,0.22,0.2424,0.55,0.1045,2,82,84,0
590,1,0,1,18,0,4,1,0,0.2,0.2273,0.69,0.0896,3,101,104,0
591,1,0,1,19,0,4,1,0,0.2,0.2273,0.69,0.0896,3,76,79,0
592,1,0,1,20,0,4,1,0,0.18,0.2121,0.74,0.0896,4,55,59,0
593,1,0,1,21,0,4,1,0,0.18,0.2121,0.74,0.0896,2,36,38,0
594,1,0,1,22,0,4,1,0,0.18,0.2121,0.74,0.0896,0,27,27,0
595,1,0,1,23,0,4,1,0,0.18,0.197,0.8,0.1642,0,16,16,0
596,1,0,1,0,0,5,1,1,0.2,0.2121,0.75,0.1343,0,9,9,0
597,1,0,1,1,0,5,1,1,0.2,0.2121,0.75,0.1343,1,2,3,0
598,1,0,1,2,0,5,1,1,0.2,0.2121,0.75,0.1642,0,2,2,0
599,1,0,1,3,0,5,1,1,0.2,0.2273,0.75,0.1045,1,0,1,0
600,1,0,1,5,0,5,1,1,0.18,0.2121,0.8,0.1045,0,4,4,0
601,1,0,1,6,0,5,1,1,0.18,0.197,0.8,0.1343,0,16,16,0
602,1,0,1,7,0,5,1,1,0.16,0.197,0.86,0.0896,2,58,60,0
603,1,0,1,8,0,5,1,1,0.16,0.197,0.86,0.0896,2,155,157,0
604,1,0,1,9,0,5,1,1,0.18,0.2121,0.86,0.0896,6,95,101,0
605,1,0,1,10,0,5,1,1,0.18,0.2121,0.86,0.1045,0,49,49,0
606,1,0,1,11,0,5,1,1,0.18,0.2121,0.93,0.1045,0,30,30,0
607,1,0,1,12,0,5,1,1,0.18,0.2121,0.93,0.1045,1,28,29,0
608,1,0,1,13,0,5,1,1,0.18,0.2121,0.93,0.1045,0,31,31,0
609,1,0,1,14,0,5,1,1,0.22,0.2727,0.8,0,2,36,38,0
610,1,0,1,15,0,5,1,1,0.2,0.2576,0.86,0,1,40,41,0
611,1,0,1,16,0,5,1,0,0.22,0.2727,0.8,0,10,70,80,0
612,1,0,1,17,0,5,1,0,0.24,0.2424,0.75,0.1343,2,147,149,0
613,1,0,1,18,0,5,1,0,0.24,0.2273,0.75,0.194,2,107,109,0
614,1,0,1,19,0,5,1,1,0.24,0.2424,0.75,0.1343,5,84,89,0
615,1,0,1,20,0,5,1,1,0.24,0.2273,0.7,0.194,1,61,62,0
616,1,0,1,21,0,5,1,1,0.22,0.2273,0.75,0.1343,1,57,58,0
617,1,0,1,22,0,5,1,0,0.24,0.2121,0.65,0.3582,0,26,26,0
618,1,0,1,23,0,5,1,0,0.24,0.2273,0.6,0.2239,1,22,23,0
619,1,0,1,0,0,6,0,0,0.22,0.197,0.64,0.3582,2,26,28,0
620,1,0,1,1,0,6,0,0,0.22,0.2273,0.64,0.194,0,20,20,0
621,1,0,1,2,0,6,0,0,0.22,0.2273,0.64,0.1642,0,15,15,0
622,1,0,1,3,0,6,0,0,0.2,0.2121,0.64,0.1343,3,5,8,0
623,1,0,1,4,0,6,0,0,0.16,0.1818,0.69,0.1045,1,2,3,0
624,1,0,1,6,0,6,0,0,0.16,0.1818,0.64,0.1343,0,2,2,0
625,1,0,1,7,0,6,0,0,0.16,0.1818,0.59,0.1045,1,4,5,0
626,1,0,1,8,0,6,0,0,0.18,0.197,0.55,0.1642,3,31,34,0
627,1,0,1,9,0,6,0,0,0.18,0.2121,0.59,0.0896,0,34,34,0
628,1,0,1,10,0,6,0,1,0.18,0.2121,0.64,0.1045,4,51,55,0
629,1,0,1,11,0,6,0,1,0.18,0.197,0.64,0.1343,4,60,64,0
630,1,0,1,12,0,6,0,1,0.2,0.197,0.59,0.194,12,66,78,0
631,1,0,1,13,0,6,0,1,0.22,0.2273,0.55,0.1642,9,56,65,0
632,1,0,1,14,0,6,0,1,0.22,0.2273,0.6,0.1343,10,89,99,0
633,1,0,1,15,0,6,0,0,0.22,0.2121,0.69,0.2537,22,98,120,0
634,1,0,1,16,0,6,0,0,0.24,0.2424,0.6,0.1642,19,88,107,0
635,1,0,1,17,0,6,0,0,0.24,0.2879,0.6,0,9,82,91,0
636,1,0,1,18,0,6,0,0,0.22,0.2273,0.69,0.1343,9,59,68,0
637,1,0,1,19,0,6,0,1,0.22,0.2121,0.69,0.2537,6,52,58,0
638,1,0,1,20,0,6,0,0,0.18,0.2121,0.74,0.0896,1,42,43,0
639,1,0,1,21,0,6,0,0,0.18,0.2121,0.74,0.0896,1,35,36,0
